date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:27:12	140129/140129	---M--	200	added ('OK')	image/jpeg	etag:%2222361-61f3c9899869a%22	https://studio-onto.com/img/select02.jpg	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/img/select02.jpg	(from https://studio-onto.com/select)
09:27:14	2375740/2375740	---M--	200	added ('OK')	image/png	etag:%2224403c-61f3c989fdfa4%22	https://studio-onto.com/img/sharing_friend.png	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/img/sharing_friend.png	(from https://studio-onto.com/select)
09:27:15	3201427/3201427	---M--	200	added ('OK')	video/mp4	etag:%2230d993-61f817433611a%22	https://studio-onto.com/video/cardphonespin.mp4	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/video/cardphonespin.mp4	(from https://studio-onto.com/select)
09:27:15	125368/125368	---M--	200	added ('OK')	image/jpeg	etag:%221e9b8-61f3c986b61d4%22	https://studio-onto.com/img/microsoft4.jpg	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/img/microsoft4.jpg	(from https://studio-onto.com/microsoft)
09:27:15	533160/533160	---M--	200	added ('OK')	image/jpeg	etag:%22822a8-61f3c98698d11%22	https://studio-onto.com/img/microsoft3.jpg	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/img/microsoft3.jpg	(from https://studio-onto.com/microsoft)
09:27:15	172199/172199	---M--	200	added ('OK')	image/jpeg	etag:%222a0a7-61f3c98674aed%22	https://studio-onto.com/img/microsoft2.jpg	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/img/microsoft2.jpg	(from https://studio-onto.com/microsoft)
09:27:15	430623/430623	---M--	200	added ('OK')	image/jpeg	etag:%226921f-61f3c986da3f7%22	https://studio-onto.com/img/microsoft5.jpg	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/img/microsoft5.jpg	(from https://studio-onto.com/microsoft)
09:27:16	137497/137497	---M--	200	added ('OK')	image/jpeg	etag:%2221919-61f3c98ab8816%22	https://studio-onto.com/img/vault2.jpg	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/img/vault2.jpg	(from https://studio-onto.com/vault)
09:27:21	2034059/2034059	---M--	200	added ('OK')	video/mp4	etag:%221f098b-61f81768ab28c%22	https://studio-onto.com/video/sidebar_ui.mp4	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/video/sidebar_ui.mp4	(from https://studio-onto.com/vault)
09:27:23	306664/306664	---M--	200	added ('OK')	image/jpeg	etag:%224ade8-61f3c98742be1%22	https://studio-onto.com/img/openstore2.jpg	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/img/openstore2.jpg	(from https://studio-onto.com/openstore)
09:27:23	4501236/4501236	---M--	200	added ('OK')	video/mp4	etag:%2244aef4-61f817440af6e%22	https://studio-onto.com/video/carving_01.mp4	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/video/carving_01.mp4	(from https://studio-onto.com/vault)
09:27:24	241819/241819	---M--	200	added ('OK')	image/jpeg	etag:%223b09b-61f3c98765e64%22	https://studio-onto.com/img/openstore3.jpg	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/img/openstore3.jpg	(from https://studio-onto.com/openstore)
09:27:28	3946877/3946877	---M--	200	added ('OK')	video/mp4	etag:%223c397d-61f8175654b6c%22	https://studio-onto.com/video/homepage_ui.mp4	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/video/homepage_ui.mp4	(from https://studio-onto.com/select)
09:27:32	461878/461878	---M--	200	added ('OK')	image/jpeg	etag:%2270c36-61f3c9891686e%22	https://studio-onto.com/img/science2.jpg	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/img/science2.jpg	(from https://studio-onto.com/science)
09:27:32	4110196/4110196	---M--	200	added ('OK')	video/mp4	etag:%223eb774-61f81755acbdc%22	https://studio-onto.com/video/Hand_Phone_Basic_02_8.mp4	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/video/Hand_Phone_Basic_02_8.mp4	(from https://studio-onto.com/openstore)
09:27:33	132070/132070	---M--	200	added ('OK')	image/jpeg	etag:%22203e6-61f3c98930e50%22	https://studio-onto.com/img/science3.jpg	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/img/science3.jpg	(from https://studio-onto.com/science)
09:27:44	9516081/9516081	---M--	200	added ('OK')	image/png	etag:%22913431-61f3c988a34a3%22	https://studio-onto.com/img/open_clasp.png	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/img/open_clasp.png	(from https://studio-onto.com/vault)
09:27:44	19878404/19878404	---M--	200	added ('OK')	video/mp4	etag:%2212f5204-61f81758eebec%22	https://studio-onto.com/video/mens_category_macbook.mp4	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/video/mens_category_macbook.mp4	(from https://studio-onto.com/openstore)
09:27:47	169374/169374	---M--	200	added ('OK')	image/jpeg	etag:%222959e-61f3c9847eb7d%22	https://studio-onto.com/img/floral2.jpg	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/img/floral2.jpg	(from https://studio-onto.com/floral)
09:27:48	225740/225740	---M--	200	added ('OK')	image/jpeg	etag:%22371cc-61f3c9849c040%22	https://studio-onto.com/img/floral3.jpg	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/img/floral3.jpg	(from https://studio-onto.com/floral)
09:27:48	483556/483556	---M--	200	added ('OK')	image/jpeg	etag:%22760e4-61f3c984be323%22	https://studio-onto.com/img/floral4.jpg	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/img/floral4.jpg	(from https://studio-onto.com/floral)
09:28:03	40318128/40318128	---M--	200	added ('OK')	video/mp4	etag:%2226734b0-61f81742ab64c%22	https://studio-onto.com/video/animatic_06.mp4	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/video/animatic_06.mp4	(from https://studio-onto.com/science)
09:28:11	35014041/35014041	---M--	200	added ('OK')	video/mp4	etag:%222164599-61f81754f61eb%22	https://studio-onto.com/video/Growth_04.mp4	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/video/Growth_04.mp4	(from https://studio-onto.com/science)
09:28:21	74027524/74027524	---M--	200	added ('OK')	video/mp4	etag:%224699204-61f8174f52ba1%22	https://studio-onto.com/video/floral.mp4	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/video/floral.mp4	(from https://studio-onto.com/floral)
