date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:45:13	284/284	---M--	200	added ('OK')	image/png	etag:%2266f9843a0fb20c064674c75253d9554d%22	https://layrid.tomoyaokada.com/favicons/android-chrome-36x36.png	C:/Mes%20Sites%20Web/lariya/layrid.tomoyaokada.com/favicons/android-chrome-36x36.png	(from https://layrid.tomoyaokada.com/)
08:45:14	285/285	---M--	200	added ('OK')	image/png	etag:%22f4c96ef8622cba7354349a77f3ff308f%22	https://layrid.tomoyaokada.com/favicons/android-chrome-48x48.png	C:/Mes%20Sites%20Web/lariya/layrid.tomoyaokada.com/favicons/android-chrome-48x48.png	(from https://layrid.tomoyaokada.com/)
08:45:14	441/441	---M--	200	added ('OK')	image/png	etag:%2237f2a2785210b40bd01eaabbd345b5f3%22	https://layrid.tomoyaokada.com/favicons/android-chrome-72x72.png	C:/Mes%20Sites%20Web/lariya/layrid.tomoyaokada.com/favicons/android-chrome-72x72.png	(from https://layrid.tomoyaokada.com/)
08:45:15	509/509	---M--	200	added ('OK')	image/png	etag:%227f7810feacafcc426308bf23ab8df5ee%22	https://layrid.tomoyaokada.com/favicons/android-chrome-96x96.png	C:/Mes%20Sites%20Web/lariya/layrid.tomoyaokada.com/favicons/android-chrome-96x96.png	(from https://layrid.tomoyaokada.com/)
08:45:16	618/618	---M--	200	added ('OK')	image/png	etag:%225be6c792b2412cc9e4f8261a5615bb06%22	https://layrid.tomoyaokada.com/favicons/android-chrome-128x128.png	C:/Mes%20Sites%20Web/lariya/layrid.tomoyaokada.com/favicons/android-chrome-128x128.png	(from https://layrid.tomoyaokada.com/)
08:45:16	672/672	---M--	200	added ('OK')	image/png	etag:%22a518f55c5cd023ecb8a113f33d0f6827%22	https://layrid.tomoyaokada.com/favicons/android-chrome-144x144.png	C:/Mes%20Sites%20Web/lariya/layrid.tomoyaokada.com/favicons/android-chrome-144x144.png	(from https://layrid.tomoyaokada.com/)
08:45:17	705/705	---M--	200	added ('OK')	image/png	etag:%225a782300cfff887cf8abaf414d26edd6%22	https://layrid.tomoyaokada.com/favicons/android-chrome-152x152.png	C:/Mes%20Sites%20Web/lariya/layrid.tomoyaokada.com/favicons/android-chrome-152x152.png	(from https://layrid.tomoyaokada.com/)
08:45:17	858/858	---M--	200	added ('OK')	image/png	etag:%229bcbfa2e8bde298857cd00cbace5ece3%22	https://layrid.tomoyaokada.com/favicons/android-chrome-192x192.png	C:/Mes%20Sites%20Web/lariya/layrid.tomoyaokada.com/favicons/android-chrome-192x192.png	(from https://layrid.tomoyaokada.com/)
08:45:18	1160/1160	---M--	200	added ('OK')	image/png	etag:%22f27dd75d12cef2bb11f4c7619c3cdc02%22	https://layrid.tomoyaokada.com/favicons/android-chrome-256x256.png	C:/Mes%20Sites%20Web/lariya/layrid.tomoyaokada.com/favicons/android-chrome-256x256.png	(from https://layrid.tomoyaokada.com/)
08:45:19	1787/1787	---M--	200	added ('OK')	image/png	etag:%225fa01ac2ac4f2d2c7a09a928a99341bb%22	https://layrid.tomoyaokada.com/favicons/android-chrome-384x384.png	C:/Mes%20Sites%20Web/lariya/layrid.tomoyaokada.com/favicons/android-chrome-384x384.png	(from https://layrid.tomoyaokada.com/)
08:45:19	2522/2522	---M--	200	added ('OK')	image/png	etag:%22df1d68a0f0cf1700aef3458132e485e9%22	https://layrid.tomoyaokada.com/favicons/android-chrome-512x512.png	C:/Mes%20Sites%20Web/lariya/layrid.tomoyaokada.com/favicons/android-chrome-512x512.png	(from https://layrid.tomoyaokada.com/)
08:45:20	5368/5368	---MCZ	200	added ('OK')	text/html	etag:W/%22e8270f6ca6b85343316e0c73c4d89f25%22	https://layrid.tomoyaokada.com/favicons/site-tile-144x144.png	C:/Mes%20Sites%20Web/lariya/layrid.tomoyaokada.com/favicons/200.html	(from https://layrid.tomoyaokada.com/)
08:45:21	372/372	---M--	200	added ('OK')	image/png	etag:%2284b866929e450fe484bee735abd07b3b%22	https://layrid.tomoyaokada.com/favicons/site-tile-70x70.png	C:/Mes%20Sites%20Web/lariya/layrid.tomoyaokada.com/favicons/site-tile-70x70.png	(from https://layrid.tomoyaokada.com/)
08:45:21	707/707	---M--	200	added ('OK')	image/png	etag:%224eaa1ed96a5e09487d63f2cafc6812d3%22	https://layrid.tomoyaokada.com/favicons/site-tile-150x150.png	C:/Mes%20Sites%20Web/lariya/layrid.tomoyaokada.com/favicons/site-tile-150x150.png	(from https://layrid.tomoyaokada.com/)
08:45:22	845/845	---M--	200	added ('OK')	image/png	etag:%22cee0ad27a77dab205785a5a56d3a33f9%22	https://layrid.tomoyaokada.com/favicons/site-tile-310x150.png	C:/Mes%20Sites%20Web/lariya/layrid.tomoyaokada.com/favicons/site-tile-310x150.png	(from https://layrid.tomoyaokada.com/)
08:45:23	1434/1434	---M--	200	added ('OK')	image/png	etag:%22d076ad7207cff78c185aeb287bcca15c%22	https://layrid.tomoyaokada.com/favicons/site-tile-310x310.png	C:/Mes%20Sites%20Web/lariya/layrid.tomoyaokada.com/favicons/site-tile-310x310.png	(from https://layrid.tomoyaokada.com/)
08:45:23	1241/1241	---MCZ	200	added ('OK')	application/json	etag:W/%2204be8b7502865a5be9a7df0e548b97a3%22	https://layrid.tomoyaokada.com/favicons/manifest.json	C:/Mes%20Sites%20Web/lariya/layrid.tomoyaokada.com/favicons/manifest.json	(from https://layrid.tomoyaokada.com/)
